ZSCORE_ONCODRIVECLUST	PVALUE_ONCODRIVEFM	DRIVER_LABEL	CLUST_COORDS	SYMBOL	POOL_SIGNALS	MUTS_CS	MUTS_PAM	KNOWN_DRIVER	ONCODRIVE_ROLE	PVALUE_ONCODRIVECLUST	GENE	QVALUE_ONCODRIVEFM	PROJECT	SIGNAL_COUNT	SIGNALS	CANCER_TYPE	MUTS_PAM_SAMPLES	MUTS_CS_SAMPLES	QVALUE_ONCODRIVECLUST
2.38985031157	0.0	perProject_driver	[213,216]:12,[232,235]:3,[283,283]:2,[302,302]:3,[499,499]:2,[554,557]:3,[564,567]:4,[805,805]:6,[876,876]:11,[935,941]:5,[978,978]:2,[1114,1114]:3,[1209,1209]:2,[1294,1295]:4,[1346,1346]:2,[1353,1356]:3,[1367,1367]:3,[1374,1378]:4,[1406,1410]:4,[1450,1450]:5	APC	RF	215	214.0	True	0.0005	0.00842762046996	ENSG00000134982	0.0	COREAD_TCGA	3	RFC	COREAD	158.0	158	0.0168552409399
2.65425339115	0.0	perProject_driver	[124,143]:11,[173,176]:18,[194,196]:5,[213,213]:6,[244,251]:17,[273,286]:20,[306,306]:4,[331,331]:2	TP53	RFC	116	115.0	True	0.006999999999999999	0.00397420574147	ENSG00000141510	0.0	COREAD_TCGA	3	RFC	COREAD	114.0	115	0.00953809377952
4.87100106648	0.0	perProject_driver	[12,13]:75,[146,146]:7	KRAS	RFC	87	87.0	True	0.9995	5.55171202932e-07	ENSG00000133703	0.0	COREAD_TCGA	3	RFC	COREAD	87.0	87	3.3310272175900003e-06
3.47115116666	1.67275547203e-06	perProject_driver	[88,88]:2,[344,350]:4,[542,546]:17,[1047,1052]:6	PIK3CA	RFC	39	39.0	True	0.9990000000000001	0.000259116085863	ENSG00000121879	2.84368430244e-05	COREAD_TCGA	2	FC	COREAD	34.0	34	0.00103646434345
3.34835164835	1.55608859131e-12	perProject_driver	[465,465]:8,[505,505]:5,[582,582]:2	FBXW7	RFC	25	23.0	True	0.0335	0.00040646895313499996	ENSG00000109670	4.11498983037e-11	COREAD_TCGA	3	RFC	COREAD	21.0	23	0.0012194068594100001
1.50846237396	0.0	perProject_driver	[355,361]:8,[537,537]:3	SMAD4	RF	19	18.0	True	0.016	0.0657181147953	ENSG00000141646	0.0	COREAD_TCGA	2	RF	COREAD	18.0	19	0.098577172193
0.417948717949	0.0	perProject_driver	[407,407]:2,[488,488]:2	TCF7L2	F	18	18.0	True	0.013000000000000001	0.337992305936	ENSG00000148737	0.0	COREAD_TCGA	2	RF	COREAD	18.0	18	0.446964849442
5.28109824655	2.7275626202100002e-11	perProject_driver	[12,13]:8,[61,61]:9	NRAS	RFC	17	17.0	True	0.9965	6.42059020998e-08	ENSG00000213281	6.491599036100001e-10	COREAD_TCGA	3	RFC	COREAD	17.0	17	7.70470825197e-07
0.32531666983699997	0.0	perProject_driver	[353,358]:3,[497,497]:2	FAM123B	F	15	15.0	True	0.05	0.372470707869	ENSG00000184675	0.0	COREAD_TCGA	2	RF	COREAD	15.0	15	0.446964849442
-0.607692307692	3.57197605765e-05	perProject_driver	[1722,1722]:2	ARID1A	RF	12	11.0	True	0.0005	0.728304217095	ENSG00000117713	0.000500076648071	COREAD_TCGA	1	F	COREAD	11.0	12	0.794513691376
